row_id,source_dataset,npdes_id,registry_id,facility_name,city,state,county,permit_status,permit_type,facility_type,total_design_flow,actual_average_flow,current_snc_status,current_violation,inspections,pct_low_income_3mi,pct_people_of_color,population_density,tribal_spatial_flag,derived_tribes,latitude,longitude,has_tribal_context,has_current_violation
2249,EPA ECHO CWA/NPDES facility locations,AKR10H088,110071425521,ANCHOR POINT FOOD PANTRY,ANCHOR POINT,AK,Kenai Peninsula,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,31.25,16.150000000000002,35.06,N,"Ninilchik Village - 21 mile(s), Seldovia Village Tribe - 24 mile(s)",59.775672000117005,-151.84154199995098,TRUE,FALSE
2250,EPA ECHO CWA/NPDES facility locations,AKG002346,110071823532,ALYESKA - TAPS - RGV 125 AREA PIPING INTEGRITY MONITORING AT PLMP 794.2,VALDEZ,AK,Valdez-Cordova (CA),Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,13.239999999999998,7.35,2.44,N,Native Village of Tatitlek - 22 mile(s),61.07135499991659,-146.201766000024,TRUE,FALSE
2251,EPA ECHO CWA/NPDES facility locations,AKR10H08Q,110071426723,FT. GREELY,DELTA JUNCTION,AK,Southeast Fairbanks (CA),Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,66.66999999999999,25,0.15000000000000002,NA,NA,63.9776759999312,-145.744339999984,FALSE,FALSE
2252,EPA ECHO CWA/NPDES facility locations,AKR10H090,110071426515,"AQC, CAC, BARRACKS, AND SOUTH POST SEWER EXPANSION",FAIRBANKS,AK,Fairbanks North Star,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,19.84,35.46,81.54,NA,NA,64.80205000006609,-147.63188999956398,FALSE,FALSE
2253,EPA ECHO CWA/NPDES facility locations,AKG002318,110071646017,FEDEX SORT FACILITY SITE,ANCHORAGE,AK,Anchorage Municipality,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,1,21.75,42.27,2937.77,N,Knik Tribe - 21 mile(s),61.18650000002971,-149.99220000033404,TRUE,FALSE
2254,EPA ECHO CWA/NPDES facility locations,AKR10H0HL,110071646017,FEDEX EXPRESS ANCA RELOCATION,ANCHORAGE,AK,Anchorage Municipality,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,21.75,42.27,2937.77,N,Knik Tribe - 21 mile(s),61.18650000002971,-149.99220000033404,TRUE,FALSE
2255,EPA ECHO CWA/NPDES facility locations,AKG003008,110071643451,AKUTAN GEOTHERMAL,AKUTAN,AK,Aleutians East,Expired,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,40,80,0.39,N,Native Village of Akutan - 4 mile(s),54.1503000000006,-165.862999999598,TRUE,FALSE
2256,EPA ECHO CWA/NPDES facility locations,AKG371661,110071073396,NORTHWEST GOLD DIGGERS NORTON SOUND SUCTION DREDGE,NOME,AK,Nome (CA),Admin Continued,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,1,75,100,0.26,N,Village of Solomon - 5 mile(s),64.500900000144,-164.448000000249,TRUE,FALSE
2257,EPA ECHO CWA/NPDES facility locations,AKR10H0QV,110071864077,MEKORYUK AIRPORT REHABILITATION,MEKORYUK,AK,Bethel (CA),Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,60,100,0.63,N,Native Village of Mekoryuk - 4 mile(s),60.3723899999295,-166.27018999999197,TRUE,FALSE
2258,EPA ECHO CWA/NPDES facility locations,AKR10H0NN,110071821627,ANC RUNWAY 7L/25R LIGHTING DUCT DRAINAGE,ANCHORAGE,AK,Anchorage Municipality,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,20.36,44.2,3462.9300000000003,N,Knik Tribe - 22 mile(s),61.1702500001152,-149.972770000389,TRUE,FALSE
2259,EPA ECHO CWA/NPDES facility locations,AKG370D7M,110071443276,RICHARDSON SHIELD SMITH & POOL CREEKS MINE SITE,FAIRBANKS,AK,Fairbanks North Star,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,62.5,25,0.5700000000000001,NA,NA,65.28199999986292,-146.33610000023802,FALSE,FALSE
2260,EPA ECHO CWA/NPDES facility locations,AKR10H0B1,110071442692,BEACH ROAD REPAIRS,HAINES,AK,Haines,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,1,22.04,25.34,57.96,N,"Chilkoot Indian Association (Haines) - 2 mile(s), Skagway Village - 17 mile(s), Chilkat Indian Village (Klukwan) - 21 mile(s)",59.223330000054716,-135.41272999975698,TRUE,FALSE
2261,EPA ECHO CWA/NPDES facility locations,AKR10H0B8,110071442692,BEACH ROAD REPAIRS,HAINES,AK,Haines,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,1,22.04,25.34,57.96,N,"Chilkoot Indian Association (Haines) - 2 mile(s), Skagway Village - 17 mile(s), Chilkat Indian Village (Klukwan) - 21 mile(s)",59.223330000054716,-135.41272999975698,TRUE,FALSE
2262,EPA ECHO CWA/NPDES facility locations,AKR10H0BJ,110071445703,FOX AVENUE WATER MAIN REPLACEMENT,FAIRBANKS,AK,Fairbanks North Star,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,26.12,44.32,1056.6299999999999,NA,NA,64.84749999994773,-147.75417000015497,FALSE,FALSE
2263,EPA ECHO CWA/NPDES facility locations,AKR10H0Q8,110071881013,POINT MACKENZIE-TYONEK FIBER PROJECT,TYONEK,AK,Kenai Peninsula,Admin Continued,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,0,100,0.05,N,Native Village of Tyonek - 3 mile(s),61.0512930000657,-151.21488199995594,TRUE,FALSE
2264,EPA ECHO CWA/NPDES facility locations,AKR10H0PU,110071877932,LEASE TRACK 27 DEADHORSE,DEADHORSE,AK,North Slope,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,8.7,21.74,1.03,NA,NA,70.2257500001024,-148.40614000004302,FALSE,FALSE
2265,EPA ECHO CWA/NPDES facility locations,AKR10H0C4,110071447686,DUKE STREET CIP,NIKISKI,AK,Kenai Peninsula,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,34.02,20.9,105.46000000000001,N,"Salamatof Tribe - 7 mile(s), Kenaitze Indian Tribe - 10 mile(s)",60.6843180000129,-151.33198800005601,TRUE,FALSE
2266,EPA ECHO CWA/NPDES facility locations,AKG370D9B,110071955035,KLAPAK ALFRED CREEK MINE SITE,WILLOW,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,40,20,0.18,NA,NA,61.92333299990401,-147.605278000363,FALSE,FALSE
2267,EPA ECHO CWA/NPDES facility locations,AKG370D9C,110071952591,LAPP TREASURE CREEK MINE SITE,FAIRBANKS,AK,Fairbanks North Star,Admin Continued,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,15.57,5.659999999999999,7.54,NA,NA,65.01839999987071,-147.72379999957397,FALSE,FALSE
2268,EPA ECHO CWA/NPDES facility locations,AKR10H0WS,110071996416,OLYMPUS SUBDIVISION,ANCHORAGE,AK,Anchorage Municipality,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,20.16,45.3,3083.3300000000004,N,Knik Tribe - 24 mile(s),61.130459000112594,-149.911783000254,TRUE,FALSE
2269,EPA ECHO CWA/NPDES facility locations,AKR10H0XG,110071996069,YAKUTAT AIR BASE FUDS AOC M4 REMOVAL ACTION,YAKUTAT,AK,Yakutat City and Borough,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,0,50,0.09,N,Yakutat Tlingit Tribe - 3 mile(s),59.5166389998515,-139.691885000426,TRUE,FALSE
2270,EPA ECHO CWA/NPDES facility locations,AKR10H0YX,110072002090,"AMATS: 88TH AVE., ABBOTT RD TO LAKE OTIS PKWY PAVEMENT PRESERVATION",ANCHORAGE,AK,Anchorage Municipality,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,19.47,47.25,2652.84,N,Knik Tribe - 23 mile(s),61.1411199997846,-149.839170000119,TRUE,FALSE
2271,EPA ECHO CWA/NPDES facility locations,AKR10H0Z1,110072002090,"AMATS: 88TH AVE., ABBOTT RD TO LAKE OTIS PKWY PAVEMENT PRESERVATION",ANCHORAGE,AK,Anchorage Municipality,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,19.47,47.25,2652.84,N,Knik Tribe - 23 mile(s),61.1411199997846,-149.839170000119,TRUE,FALSE
2272,EPA ECHO CWA/NPDES facility locations,AKR10H0UJ,110071951477,TAKOTNA RIVER BRIDGE,TAKOTNA,AK,Yukon-Koyukuk (CA),Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,0,100,0.04,N,"Takotna Village - 1 mile(s), McGrath Native Village - 16 mile(s)",62.9872799998519,-156.06899999986197,TRUE,FALSE
2273,EPA ECHO CWA/NPDES facility locations,AKR10H0UL,110071952259,RUBY SLOUGH ROAD REHABILITATION,RUBY,AK,Yukon-Koyukuk (CA),Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,0,100,0.04,N,Native Village of Ruby - 2 mile(s),64.7275799998993,-155.540800000194,TRUE,FALSE
2274,EPA ECHO CWA/NPDES facility locations,AKR10H0UZ,110071952259,RUBY SLOUGH ROAD REHABILITATION,RUBY,AK,Yukon-Koyukuk (CA),Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,0,100,0.04,N,Native Village of Ruby - 2 mile(s),64.7275799998993,-155.540800000194,TRUE,FALSE
2275,EPA ECHO CWA/NPDES facility locations,AKNOE0303,110071526494,ROGUE WAVE PROCESSING,KENAI,AK,Kenai Peninsula,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,14.719999999999999,28.93,221.19,N,"Kenaitze Indian Tribe - 3 mile(s), Salamatof Tribe - 6 mile(s)",60.516649999900295,-151.253940000212,TRUE,FALSE
2276,EPA ECHO CWA/NPDES facility locations,AKR10H0SD,110071946265,CORDOVA ROSE LODGE DEMO,CORDOVA,AK,Valdez-Cordova (CA),Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,27.08,34.839999999999996,17.77,N,Native Village of Eyak (Cordova) - 3 mile(s),60.537259999902595,-145.76326000029198,TRUE,FALSE
2277,EPA ECHO CWA/NPDES facility locations,AKG701061,110063219547,LEASK COVE LTF,ANCHORAGE,AK,Ketchikan Gateway,Expired,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,26.99,51.59,3626.02,N,"Knik Tribe - 19 mile(s), Eklutna Native Village - 25 mile(s)",61.19655999997651,-149.878729999618,TRUE,FALSE
2278,EPA ECHO CWA/NPDES facility locations,AKR10H0JW,110071726178,100TH AVENUE KENDALL FORD,ANCHORAGE,AK,Anchorage Municipality,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,19.87,45.620000000000005,3285.11,N,Knik Tribe - 24 mile(s),61.1302999998995,-149.88193999992802,TRUE,FALSE
2279,EPA ECHO CWA/NPDES facility locations,AKR10H0KP,110071726178,100TH AVENUE KENDALL FORD,ANCHORAGE,AK,Anchorage Municipality,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,19.87,45.620000000000005,3285.11,N,Knik Tribe - 24 mile(s),61.1302999998995,-149.88193999992802,TRUE,FALSE
2280,EPA ECHO CWA/NPDES facility locations,AKR10H0X3,110071995676,WELLS FARGO ANCHORAGE,ANCHORAGE,AK,Anchorage Municipality,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,26.49,51.43,3659.7,N,Knik Tribe - 19 mile(s),61.1941300000161,-149.87668000012198,TRUE,FALSE
2281,EPA ECHO CWA/NPDES facility locations,AKR10H07C,110071408895,GOVERNMENT PEAK OVERFLOW PARKING LOT,PALMER,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,22.759999999999998,24.39,113.71000000000001,N,"Eklutna Native Village - 16 mile(s), Chickaloon Native Village - 23 mile(s)",61.6109599998235,-149.01566999983396,TRUE,FALSE
2282,EPA ECHO CWA/NPDES facility locations,AKNOE0130,110010112779,INLET FISH PRODUCERS-K-BEACH PLANT,KASILOF,AK,Kenai Peninsula,Admin Continued,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,34.07,18.150000000000002,34.260000000000005,N,"Kenaitze Indian Tribe - 15 mile(s), Salamatof Tribe - 18 mile(s), Ninilchik Village - 25 mile(s)",60.3407200001948,-151.27485999978694,TRUE,FALSE
2283,EPA ECHO CWA/NPDES facility locations,AKNOE0319,110071527433,BERING SELECT SEAFOODS,DUTCH HARBOR,AK,Aleutians West (CA),Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,23.53,76.81,4.7700000000000005,N,Qawalangin Tribe of Unalaska - 2 mile(s),53.8921299998046,-166.533010000259,TRUE,FALSE
2284,EPA ECHO CWA/NPDES facility locations,AKNOE0165,110071527558,OCEAN BEAUTY SEAFOODS-EXCURSION INLET FACILITY,JUNEAU,AK,Juneau City and Borough,Admin Continued,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,20.2,45.77,684.3499999999999,N,"Central Council of the Tlingit & Haida Indian Tribes - 9 mile(s), Douglas Indian Association - 11 mile(s)",58.38389999990239,-134.580970000316,TRUE,FALSE
2285,EPA ECHO CWA/NPDES facility locations,AKNOE0278,110071527558,OBI SEAFOODS - EXCURSION INLET FACILITY,JUNEAU,AK,Juneau City and Borough,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,20.2,45.77,684.3499999999999,N,"Central Council of the Tlingit & Haida Indian Tribes - 9 mile(s), Douglas Indian Association - 11 mile(s)",58.38389999990239,-134.580970000316,TRUE,FALSE
2286,EPA ECHO CWA/NPDES facility locations,AKR10BT32,110032592086,TWIN PEAKS CONSTRUCTION INC,HOMER,AK,Kenai Peninsula,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,27.09,25.330000000000002,280.26,N,"Seldovia Village Tribe - 16 mile(s), Native Village of Port Graham - 23 mile(s), Native Village of Nanwalek (aka English Bay) - 24 mile(s)",59.6450999997841,-151.557186000167,TRUE,FALSE
2287,EPA ECHO CWA/NPDES facility locations,AKU000235,110032592086,"HOMER, CITY OF - PUBLIC WORKS DEPARTMENT",HOMER,AK,Kenai Peninsula,Unknown status,Unpermitted Facility,NON-POTW,NA,NA,NA,NA,0,27.09,25.330000000000002,280.26,N,"Seldovia Village Tribe - 16 mile(s), Native Village of Port Graham - 23 mile(s), Native Village of Nanwalek (aka English Bay) - 24 mile(s)",59.6450999997841,-151.557186000167,TRUE,FALSE
2288,EPA ECHO CWA/NPDES facility locations,AKG520542,110006823394,ALASKA GLACIER SEAFOOD INC,JUNEAU,AK,Juneau City and Borough,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,11.6,17.09,99.86,N,"Central Council of the Tlingit & Haida Indian Tribes - 12 mile(s), Douglas Indian Association - 14 mile(s)",58.38180100014369,-134.690269000098,TRUE,FALSE
2289,EPA ECHO CWA/NPDES facility locations,AKG521053,110006823394,ALASKA GLACIER SEAFOODS JUNEAU PLANT,JUNEAU,AK,Juneau City and Borough,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,11.6,17.09,99.86,N,"Central Council of the Tlingit & Haida Indian Tribes - 12 mile(s), Douglas Indian Association - 14 mile(s)",58.38180100014369,-134.690269000098,TRUE,FALSE
2290,EPA ECHO CWA/NPDES facility locations,AKG523037,110006823394,ALASKA GLACIER SEAFOODS JUNEAU PLANT,JUNEAU,AK,Juneau City and Borough,Expired,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,11.6,17.09,99.86,N,"Central Council of the Tlingit & Haida Indian Tribes - 12 mile(s), Douglas Indian Association - 14 mile(s)",58.38180100014369,-134.690269000098,TRUE,FALSE
2291,EPA ECHO CWA/NPDES facility locations,AKG571031,110006823394,ALASKA GLACIER SEAFOODS WWTF,JUNEAU,AK,Juneau City and Borough,Terminated,General Permit Covered Facility,NON-POTW,0.0015,3.0000000000000003e-4,NA,NA,0,11.6,17.09,99.86,N,"Central Council of the Tlingit & Haida Indian Tribes - 12 mile(s), Douglas Indian Association - 14 mile(s)",58.38180100014369,-134.690269000098,TRUE,FALSE
2292,EPA ECHO CWA/NPDES facility locations,AKG572002,110006823394,ALASKA GLACIER SEAFOODS WWTF,JUNEAU,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,11.6,17.09,99.86,N,"Central Council of the Tlingit & Haida Indian Tribes - 12 mile(s), Douglas Indian Association - 14 mile(s)",58.38180100014369,-134.690269000098,TRUE,FALSE
2293,EPA ECHO CWA/NPDES facility locations,AKNOE0224,110006823394,ALASKA GLACIER SEAFOODS JUNEAU PLANT,JUNEAU,AK,Juneau City and Borough,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,11.6,17.09,99.86,N,"Central Council of the Tlingit & Haida Indian Tribes - 12 mile(s), Douglas Indian Association - 14 mile(s)",58.38180100014369,-134.690269000098,TRUE,FALSE
2294,EPA ECHO CWA/NPDES facility locations,AKG570039,110013241820,RAINBOW VALLEY MOBILE HOME PARK,FAIRBANKS,AK,Fairbanks North Star,Terminated,General Permit Covered Facility,NON-POTW,0.018000000000000002,0.0045000000000000005,NA,NA,0,14.76,29.35,214.03,NA,NA,64.88867199982299,-147.611543000275,FALSE,FALSE
2295,EPA ECHO CWA/NPDES facility locations,AKG375116,110012683248,FLEM O COCHRAN / UNAKWIK INLET,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,24.32,77.03,4.99,N,Qawalangin Tribe of Unalaska - 2 mile(s),53.9001399998834,-166.543499999734,TRUE,FALSE
2296,EPA ECHO CWA/NPDES facility locations,AKG571062,110040431618,SALMON FALLS RESORT WWTF,KETCHIKAN,AK,Ketchikan Gateway,Terminated,General Permit Covered Facility,NON-POTW,0.0074,0.0032,NA,NA,0,12.239999999999998,14.03,18.8,N,"Ketchikan Indian Community - 12 mile(s), Organized Village of Saxman - 14 mile(s), Metlakatla Indian Community, Annette Island Reserve - 16 mile(s), Organized Village of Kasaan - 17 mile(s)",55.4938259998276,-131.758293000441,TRUE,FALSE
2297,EPA ECHO CWA/NPDES facility locations,AKG375363,110012757953,NORRIS BERT KEYES / STETSON CREEK,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,0,100,0.05,N,Nondalton Village - 15 mile(s),60.1499999999855,-154.616670000435,TRUE,FALSE
2298,EPA ECHO CWA/NPDES facility locations,AKG571034,110030482984,NORTH KETCHIKAN CENTER SD OUTFALL,KETCHIKAN,AK,Ketchikan Gateway,Admin Continued,General Permit Covered Facility,NON-POTW,0.015,0.0075,NA,NA,0,24.82,47.33,258.52,N,"Ketchikan Indian Community - 4 mile(s), Organized Village of Saxman - 7 mile(s), Metlakatla Indian Community, Annette Island Reserve - 8 mile(s), Organized Village of Kasaan - 20 mile(s)",55.3711109998814,-131.720277999924,TRUE,FALSE
2299,EPA ECHO CWA/NPDES facility locations,AKG380018,110070827518,HIDDEN FALLS HATCHERY WTP,SITKA,AK,Sitka City and Borough,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,1,0,100,0.06,N,"Sitka Tribe of Alaska - 20 mile(s), Angoon Community Association - 23 mile(s)",57.2170000000731,-134.874000000431,TRUE,FALSE
2300,EPA ECHO CWA/NPDES facility locations,AKG375046,110012683667,DAN BOWLAND / STEESE HIGHWAY LIST,UNKNOWN,AK,Fairbanks North Star,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,4.119999999999999,23.71,3.56,N,Eklutna Native Village - 15 mile(s),61.34130000004049,-148.998900000378,TRUE,FALSE
2301,EPA ECHO CWA/NPDES facility locations,AKG332020,110067059514,KAKTOVIK ENVIRONMENTAL CAMP ,PRUDHOE BAY,AK,North Slope,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,0,NA,NA,70.17114699992489,-146.256909000196,FALSE,FALSE
2302,EPA ECHO CWA/NPDES facility locations,AKG426002,110067059514,MARSH CREEK CAMP 1 WWTF,NORTH SLOPE BOROUGH,AK,North Slope,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,NA,NA,0,NA,NA,70.17114699992489,-146.256909000196,FALSE,FALSE
2303,EPA ECHO CWA/NPDES facility locations,AKG570092,110067059514,MARSH CREEK CAMP 2 WWTF,DEADHORSE,AK,North Slope,Terminated,General Permit Covered Facility,NON-POTW,5e-4,2e-4,NA,NA,0,NA,NA,0,NA,NA,70.17114699992489,-146.256909000196,FALSE,FALSE
2304,EPA ECHO CWA/NPDES facility locations,AKG570093,110067059514,MARSH CREEK CAMP 1 WWTF,NORTH SLOPE BOROUGH,AK,North Slope,Terminated,General Permit Covered Facility,NON-POTW,0.005,0.003,NA,NA,0,NA,NA,0,NA,NA,70.17114699992489,-146.256909000196,FALSE,FALSE
2305,EPA ECHO CWA/NPDES facility locations,AK0021067,110070135405,"DEFENSE, ARMY",FORT GREELY,AK,Southeast Fairbanks (CA),Terminated,NPDES Individual Permit,NON-POTW,NA,NA,NA,NA,0,66.66999999999999,25,0.15000000000000002,NA,NA,63.900542999812195,-145.72677600031,FALSE,FALSE
2306,EPA ECHO CWA/NPDES facility locations,AKG570010,110070135405,FORT GREELY WWTF,FORT GREELY,AK,Southeast Fairbanks (CA),Terminated,General Permit Covered Facility,NON-POTW,NA,0.46,NA,NA,0,66.66999999999999,25,0.15000000000000002,NA,NA,63.900542999812195,-145.72677600031,FALSE,FALSE
2307,EPA ECHO CWA/NPDES facility locations,AKR05CD05,110070135405,FORT GREELY MSGP,FORT GREELY,AK,Southeast Fairbanks (CA),Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,66.66999999999999,25,0.15000000000000002,NA,NA,63.900542999812195,-145.72677600031,FALSE,FALSE
2308,EPA ECHO CWA/NPDES facility locations,AKR10C208,110070135405,"STUMPE, DEAN - MISSLE DEFENSE COMPLEX FORT GREELY",FORT GREELY,AK,Unknown county,Pending,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,66.66999999999999,25,0.15000000000000002,NA,NA,63.900542999812195,-145.72677600031,FALSE,FALSE
2309,EPA ECHO CWA/NPDES facility locations,AKR10BQ23,110045963481,ENGINEERED STRUCTURES INC,WASILLA,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,22.17,23.22,571.22,N,"Eklutna Native Village - 8 mile(s), Knik Tribe - 15 mile(s)",61.5696599998706,-149.36001000019502,TRUE,FALSE
2310,EPA ECHO CWA/NPDES facility locations,AKR10H0YE,110072002554,CHENA PUMP SRS FACILITY IMPROVEMENTS,FAIRBANKS,AK,Fairbanks North Star,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,12.02,35.63,188.32000000000002,NA,NA,64.7991900000822,-147.94622000009304,FALSE,FALSE
2311,EPA ECHO CWA/NPDES facility locations,AK0051047,110039169501,PRINCE WILLIAM SOUND AQUACULTU,WHITTIER,AK,Unknown county,Pending,NPDES Individual Permit,NON-POTW,NA,NA,NA,NA,0,33.33,33.33,0.22,NA,NA,61.01827200016,-147.51531599974095,FALSE,FALSE
2312,EPA ECHO CWA/NPDES facility locations,AKG130025,110039169501,PWSAC CANNERY CREEK AQUACULTURE FACILITY,CORDOVA,AK,Unknown county,Admin Continued,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,1,33.33,33.33,0.22,NA,NA,61.01827200016,-147.51531599974095,FALSE,FALSE
2313,EPA ECHO CWA/NPDES facility locations,AKG520554,110039169501,CANNERY CREEK HATCHERY,UNKNOWN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,33.33,33.33,0.22,NA,NA,61.01827200016,-147.51531599974095,FALSE,FALSE
2314,EPA ECHO CWA/NPDES facility locations,AKU000269,110014349678,CARLILE TRANSPORTATION SYSTEMS INC,ANCHORAGE,AK,Anchorage Municipality,Unknown status,Unpermitted Facility,NON-POTW,NA,NA,NA,NA,0,34.58,57.49,3134.66,N,"Knik Tribe - 17 mile(s), Eklutna Native Village - 23 mile(s)",61.221480000112294,-149.847139999745,TRUE,FALSE
2315,EPA ECHO CWA/NPDES facility locations,AKR06AC88,110070518941,KODIAK STATE AIRPORT,KODIAK,AK,Kodiak Island,Admin Continued,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,22.259999999999998,47.96,80.96000000000001,N,"Sun'aq Tribe of Kodiak - 5 mile(s), Tangirnaq Native Village - 5 mile(s), Native Village of Ouzinkie - 12 mile(s), Native Village of Port Lions - 16 mile(s), Native Village of Afognak - 21 mile(s)",57.758750000041104,-152.516260000049,TRUE,FALSE
2316,EPA ECHO CWA/NPDES facility locations,AKR10EN74,110063019004,GRAND ALEUTIAN PARKING LOT PAVING,ALYESKA,AK,Anchorage Municipality,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,23.19,78.26,4.76,N,Qawalangin Tribe of Unalaska - 1 mile(s),53.88142000006389,-166.55114999969305,TRUE,FALSE
2317,EPA ECHO CWA/NPDES facility locations,AKR06AB57,110003040209,KODIAK ST HERMAN HARBOR BOATLIFT FACILITY,KODIAK,AK,Kodiak Island,Expired,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,26.73,60.120000000000005,369.77,N,"Sun'aq Tribe of Kodiak - 1 mile(s), Tangirnaq Native Village - 9 mile(s), Native Village of Ouzinkie - 10 mile(s), Native Village of Port Lions - 19 mile(s), Native Village of Afognak - 21 mile(s)",57.787757999792696,-152.40735000042903,TRUE,FALSE
2318,EPA ECHO CWA/NPDES facility locations,AKG002229,110071335161,EIELSON AFBLF003 CONTAINMENT CELLS 1 AND 2,EIELSON AFB,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,33.160000000000004,32.379999999999995,7.45,NA,NA,64.65590000019199,-147.06099999955399,FALSE,FALSE
2319,EPA ECHO CWA/NPDES facility locations,AKR10BZ92,110037252727,TARGET CORPORATION,ANCHORAGE,AK,Anchorage Municipality,Pending,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,20.24,45.11,3245.53,N,Knik Tribe - 24 mile(s),61.127409999882495,-149.87877999984696,TRUE,FALSE
2320,EPA ECHO CWA/NPDES facility locations,AKR10C365,110037252727,NEESER CONSTRUCTION COMPANY INC,ANCHORAGE,AK,Anchorage Municipality,Pending,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,20.24,45.11,3245.53,N,Knik Tribe - 24 mile(s),61.127409999882495,-149.87877999984696,TRUE,FALSE
2321,EPA ECHO CWA/NPDES facility locations,AKG520210,110028065723,S: JUNEAU FACILITY,JUNEAU,AK,Juneau City and Borough,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,16.6,37.7,200.16,N,"Central Council of the Tlingit & Haida Indian Tribes - 3 mile(s), Douglas Indian Association - 5 mile(s)",58.3245169998305,-134.460484000026,TRUE,FALSE
2322,EPA ECHO CWA/NPDES facility locations,AKU000162,110016683784,CONSTRUCTION SITE,PALMER,AK,Matanuska-Susitna,Unknown status,Unpermitted Facility,NON-POTW,NA,NA,NA,NA,0,21.71,22.479999999999997,733.71,N,"Eklutna Native Village - 11 mile(s), Knik Tribe - 17 mile(s)",61.61397200003571,-149.354889000306,TRUE,FALSE
